id,text,label_list,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
1200,recommended new store,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1201,kualitas produk kualitas oke tapi kok warna coklat nya bukan coklat ini lebih ke abu2,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,nyaman dan tebal suka banget sama kualitasnya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1203,koleksi bajunya bagus banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1204,kualitas produk baguss kaleee pokonyaa bahann nyaa tebellademm jugaa nyamann biarpun dii pakee cuacaa panass bb77 kg tb172,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1205,bahan kemejanya adem fit dibadan juga enak diliatnya csnya fast response,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1206,saya pesan dua yg dikirim satu,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1207,kualitas produk barang baguss mantul pengiriman cepat,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1208,kualitas produk best bahan tebal lembut sesuai di deskripsi suka style oversize wajib beli,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1209,pelayanan baik bajunya lucu kualitas bagus harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1210,pelayanan ramah toko bersih banyak model kekinian,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1211,tau store ini dari tiktok tempatnya bagus pilihan bajunya casual dan elegant cocok buat yang suka simple outfit,PRODUCT_POSITIVE|PLACE_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,1,0,0,1,0,0,0
1212,baru beli di store siang tadi,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1213,tempatnya bersih bgt luas mbaknya ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1214,kualitas produk sangat rare,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,senang karena sekarang ada offline store,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1216,bajunya lucu cocok untuk korean look,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1217,belajar di media sangat memuaskan dan sering cocok,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1218,bahannya nyaman d pakek,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1219,kemaren beli yg hitam skrg yg abu nyakarna sekeren itu celana nyabb 58 an tb 158buat cewek utk yg punya pinggul lebar pas ya ambil size 30,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1220,walaupun sama2 size m tapi yg hitam lbh pas di badan saya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1221,the finishing is a bit disappointing but its still worth the price,PRODUCT_NEGATIVE|PRICE_NEUTRAL,0,1,0,0,0,1,0,0,0,0,0,0,0
1222,bahan tebal bagus sayang yg dikirim ada kotoran noda,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1223,baju nya styles dan murah jangan lupa ke zano jogja ya,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1224,paket telah di terima semua pesanan sesuai ukuran pun sesuai saya ras ukuran xl bisa masuk sampai dengan bb 100115 kg semoga awet dan pasti akan berbelanja kembali d,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1225,bahan nya imut nyaman dipake cuma uk 30 masih cingkrang di tb 170,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1226,kualitas produk kualitas sesuai bagus enak di pake,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1227,tempatnya nyaman pelayanannya ramah murah senyum top dehh,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1228,koleksi bagus cantik tempat estetik recommended,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1229,akhirnya buka store jadi bisa lihat langsung produknya,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,suka banget sama baju baju dari shopinkae pilihannya banyak dan bervariasi jadi bingung mau ambil yang mana kemarin ke store nya tempatnya nyaman banget,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1231,tempatnya lmyn luas nyaman koleksi lucu2 harga terjangkau kapan hari pusing nyari baju putih ternyata di sini komplit parkir luas barengan sm tenant2 lain ada masjid jg konsep toko menarik area luar banyak yg tertarik utk foto2,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1232,oke oke oke oke oke oke oke oke oke oke oke oke,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1233,baru beli di store siang tadi,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1234,beragam fashion branded dan lokal yg keren dan fashionable tempatnya nyaman dan menyenangkan,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1235,tempat bagus nyaman bajunya lucu dan murah,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1236,toko baju bagus dan update banget pelayanannya bagus banget,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1237,tempat nyaman model bagus recommended,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1238,saya pesen moss brown yang datang dark olive,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1239,kerennnn bangetttt demi allah gak nyesel samsek gue beli celana iniiiii nanti kalau punya duit next beli yg warna item,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1240,pakaiannya lengkapp semuanya ada mulai dari hijab persegi pashmina dan bergo gamis juga beragam modelnya ada rok dan celana juga dan disini tidak hanya pakaian muslimah saja tapi ada pakaian untuk non hijabi jadi semua pakaian wanita tersedia disini dan stylenya trendy,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1241,sizingnya pas cocok utk gw yg tb 178 bb 94 fitnya enak bahannya tebel berasa hodie nb dengan harga 800 ribuan halus lembut ga gerah panjngnya oke cuma di leher agak,PRODUCT_POSITIVE|PRODUCT_NEGATIVE|PRICE_POSITIVE,1,1,0,1,0,0,0,0,0,0,0,0,0
1242,kualitas celananya sangat bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1243,tempat cozy staff ramah harga terjangkau produk bagus,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1244,kualitas produk sejauh ini konsisten bahan bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1245,banyak pilihan baju lucu dan murah staff ramah,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1246,kaos pertama dri brand ini and qualitynya bagus banget bahannya bener tebel bagus halus dan dingin ga bikin gerah awalnya mikir ga akan setebel itu tpi ternyata tebel,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1247,lengkap sih untuk baju bajunya dari aksesoris kontaklenss mau cari pernak pernik oke juga cewe cewe bisa merapat nih karyawannya juga ramah tempat parkir luas jugaa,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1248,koleksinya lucu wajib kesini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1249,tau store ini dari tiktok tempatnya bagus pilihan bajunya casual dan elegant cocok buat yang suka simple outfit,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1250,pelayanan baik harga terjangkau model baju cantik,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1251,disconnyaa bar bar bgtzzz pleaseeee bahannyaa juga baguss poll ademm ga bkin pnasss thankyouuuuuuuu,PRODUCT_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,0,0,0,1,0,0,0
1252,cakep bahan ok warna ok cutting ok cocok bakal beli lagi sih ini proses kirim cepat terimakasih,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1253,keren bangettebal bahannya tapi adem,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1254,tempat lucu koleksi bagus dan worth it,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1255,produk sesuai deskripsi dan selamat sampai rumah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1256,produk bagus sesuai dengan real pict nya kurir ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1257,baju pas dan sesuai bahan nyaman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1258,modelnya keren bahannya bagus ukuran xl pas di badan tapi agak sempit di bagian perut karena saya gendut,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1259,tempatnya bagus dan bajunya bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1260,hitam pekatsweatpants nya tebal dan di gunakan ga bikin gerahbahan bagus halus rekomendasi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1261,sudsh sering kesini untuk beli kerudungg banyak ragamnya dan bahannya bagus warnanya juga beraneka ragam pokoknya wajib kesini kalau cari kerudung,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1262,bagus bahan nya oke ga yang terlalu tipis dan ga yg terlalu tebal warna nya juga sesuai di gambar,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1263,product quality perfect wah ini sh puas bgt sesuai yg g mauso far kaos oversize ter ok yg prnh g beli bahanny tebel kyk mahalandi pake di bdn jg jatohny pas tingg,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1264,banyak pilihan baju lucu dan murah staff ramah,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1265,mmm lumayan lah cuma bahannya kyanya agak tipis ya cuma oke lah,PRODUCT_NEGATIVE|PRODUCT_NEUTRAL,0,1,1,0,0,0,0,0,0,0,0,0,0
1266,tokonya bagus bersih dan banyak baju lucu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1267,tempatnya estetik koleksinya bagus harga masih terjangkau pelayanan oke,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1268,banyak cocoknya my to go kalo butuh outfit casual untuk acara hangout dadakan karna model dan harganya affordable,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1269,tempatnya bagus semoga lebih luas,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1270,lokasinya cukup strategis parkirnya bayar standar lah lahan parkir luass ada tiga lantai ternyata fashion lantai 2 3 barang2nya ori tapi harga murah kenapa bisa murah ya yo ben fashion pria wanita lengkapp insyaallah deng bagian bawah ada printilan2 boneka selimut sepatu tas dll toserba bet rekomended buat beli2 ini itu tapi kagak jual indomie kenapa ya ngga dari dulu temenku rekomendasiin tempat ini agak kesal,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1271,sizing dan material ok warna kurang bright tapi untungnya pelayanan ok banget terima kasih,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1272,lumayan bagus2 itemsnya harga jg gak overprice,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1273,bagus harga terjangkau recommended,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1274,bahan sangat ok dengan harga murah,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1275,tolong di perbaiki lagi untuk pelayanannya saya udh beli mba bukan mau cuma liat liat aja tapi diliatin nya sinis bgt,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1276,toko nyaman baju bagus kekinian,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1277,sangat rekomendasi,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1278,tempat hiiling ciwik2 kesini cuma mau nyari masker karena disini lumayan banyak item masker nya tempat adem pelayan ramah parkir murah motor 1k dan mobil 2k barang barang juga lengkap kok,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1279,tempat nyaman harga terjangkau pelayanan ramah puas belanja disini,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1280,akhirnya buka store di jogja,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1281,tokonya super cute lengkap,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1282,bahannya nyaman pas cutting an ny juga pas bgt sih enk un,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1283,tempatnya nyaman dan koleksinya aesthetic,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1284,good lainnya juga adem,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1285,store bagus rapi dan mbaknya ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1286,kualitas produk 100 bagus tebal pokoknya gk nyesel beli produk ini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1287,selalu puassdh beli untuk yg ke sekian kalinya,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1288,the finishing is a bit disappointing but its still worth the price,PRODUCT_NEGATIVE|PRICE_POSITIVE,0,1,0,1,0,0,0,0,0,0,0,0,0
1289,kakaknya ramah koleksinya juga bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1290,produk yang dijual bagus bagus bahannya juga bagus pelayanan kakaknya juga ramah ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1291,besttt pake banget next bakal order lagi,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1292,walaupun basicnya sweater tp model lain bagus tempatnya nyaman 2 lt karyawannya ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1293,bajunya lucu dan affordable,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1294,pelayanan ramah tempat bersih banyak pilihan bahan bagus harga murah,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1295,store hos yang baru ini interiornya bagus banget bikin nyaman waktu berbelanja koleksinya ngga perlu diragukan lagi karena kualitas dan harganya sangat worth it dan variasinya banyak sekali sering rilis series baru mbak yang jaga semuanya ramah ditanyain stok ini itu selalu menjawab dengan ramah tidak ada pandangan intimidasi atau apapun itu yang buruk sepengalamanku begitu ruang gantinya juga banyak tidak perlu khawatir antri,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1296,bagus banget suka bahannya adem sama lembut banget ukuran juga pas banget gak kekecilan gak kegedean,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1297,kualitas sih b aja pengiriman lama,PRODUCT_NEUTRAL|PLACE_NEGATIVE,0,0,1,0,0,0,0,1,0,0,0,0,0
1298,bagus banget suka bahannya adem sama lembut banget ukuran juga pas banget gak kekecilan gak kegedean,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1299,harga terjangkau pilihannya bagus pelayanan ramah,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1300,bahan bagus dan nyaman dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1301,pelayanannya baik ramah pengiriman cepat beli online mudah bgttt bessttt,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1302,nemenin istri nyari baju tidur disini barangnya campur2 ada yg branded ada lokal pintar2 aja nyari bisa dapat barang branded bagus n ekonomis edit setelah 3 tahun ke sini lagi barang2 branded masih banyak cuma harus effort lebih nyari size printilan2 di lantai 1 juga tambah banyak,PRODUCT_POSITIVE|PRODUCT_NEUTRAL,1,0,1,0,0,0,0,0,0,0,0,0,0
1303,mantap kualitas produk baik,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1304,bahan nya halus lembut tebal,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1305,jujur awal datang sudah kepengen beli tapi qris minimal 50 rb dan tidak ada solusi lainnya akhirnya saya tinggal barang yang awalnya niat mau beli besok besoknya saya isenglah membeli baju di situ lagi diatas 50 rb harganya akhirnya bisa pakai qris tapi tibatiba tanpa pemberitahuan dll harganya tidak sesuai dengan struknya malah dinaikkan sekitar seribu atau berapa yaa dan karena hujan akhirnya saya berteduh dulu karena mau tutup akhirnya semua orang seperti diusir disana dengan pelayan yang nadanya ketus mohon di benahin lagi kedepannya toko baju yang murah ngga cuman toko anda saja,PLACE_NEGATIVE|PROMOTION_NEGATIVE,0,0,0,0,0,0,0,1,0,0,1,0,0
1306,bahan top adem enak dipake jahitan oke pengiriman super cepet packing rapi nice banget,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1307,product quality bahannya bagus bgt tb 170 bb 68 ukuran l,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1308,ukurannya tdk sesuai deskripsi panjangnya utk size m 72 cm tpi ternyata hanya sekitar 70 cm,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,terimakasih anak saya suka,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,ini bahan paling terekomend gak ada obengg sebelumnya sya pake yg xl krn kebesaran ganti l,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1311,tokonya mantab koleksinya lucu lucu barangnya banyak dan bagus harganya terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1312,first time belii disini dan ternyata baguss poll cantik sesuai digambar awalnya ragu karna saya dikalimatan ternyta no tipu ya teman next bakal order disini lg sih,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1313,bahan adem ukuran sesuai packing rapih,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1314,pembelian kesekian kalinya onoma selama ini tidak pernah mengecewakan pertahankan terus kualitasya,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1315,bagus banget bahannya nggak expect harga segitu dapet premium,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1316,kualitas produk bahannya bagus dan dingin kainnya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1317,amazing wasnt expecting it to be this good kualitas produk the best,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1318,kainnya bagus wajib beli,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1319,tempat belanja pakaian lengkap dan terjangkau,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1320,recomended bagus bahan tebal,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1321,lokasinya strategis parkiran luas bayar 1k untuk motor dan 2k buat mobil perlengkapan pakaian cukup lengkap harga terjangkau ada 3 lantai macam2 sekali fashion dan aksesorisnya,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1322,bagus bgt belanja di screamous tak pernah kecewa,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1323,yah lumayan lah sesuai harga semoga awet aj,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1324,akhirnya buka,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1325,rekomendasi banget tempatnya nyaman,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1326,barang sdh sampai dengan selamatrespon pengiriman cepatkualitas barang sangat bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1327,barang bagus sesuai deskripsi jaitan rapi dan ukuran sesuai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1328,semoga awet dan bisa dipakai setiap hari,PRODUCT_POSITIVE|PRODUCT_NEUTRAL,1,0,1,0,0,0,0,0,0,0,0,0,0
1329,ukuran pas untuk tb 175 dan bb 75,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1330,pelayanan baik bajunya lucu kualitas bagus harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1331,salah satu favorit bahannya bagus dan harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1332,modelnya lucu banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1333,beberapa kali beli disini modelnya tidak pasaran pertama tau dari bazar lalu sekarang sudah buka store di jogja,PRODUCT_NEUTRAL|PLACE_POSITIVE,0,0,1,0,0,0,1,0,0,0,0,0,0
1334,gacoorr lah ga nyesell belinyaa,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1335,kualitas produk bagus tebel halus lembut,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1336,barang datang sesuai dengan pesanan terima kasih admin next bakal pesan lagi oh ya ukuran badanku tb 176 bb 67 aku ambil size m pas banget,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1337,kualitas produk bahan tebal sangat oke banget cuma ntah itu noda atau apa gitu yaa yang saya garis bagian saku belakang,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1338,bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1339,sesuai pertahankan kualitasnya ga nyesel order pertama kali ga mengecewakan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1340,size l cocok untuk tb 174 cm bb 76 kg bahan tidak terlalu tipis dan tidak terlalu tebal sangat oke,PRODUCT_NEUTRAL,0,0,1,0,0,0,0,0,0,0,0,0,0
1341,sangat bagus dan harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1342,toko bajunya bagus kekinian staffnya ramah recommended,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1343,cukup bintang yang menjelaskan,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1344,sesuai pertahankan kualitasnya ga nyesel order pertama kali ga mengecewakan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1345,koleksi lucu pelayanan ramah nyaman dipakai,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1346,saya sangat puas berbelanja di toko ini melalui tokopedia produk yang saya terima kualitasnya sangat luar biasa sesuai dengan deskripsi yang tertera di etalase dan ber,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1347,bahan bagus dan nyaman dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1348,tempatnya bersih bgt luas mbaknya ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1349,pesan 2 datang hanya 1 penipu ni seller,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1350,toko fasion yang mungkin bakalan ramai dan hits nantinya letaknya di jakal barangnya terjangkau tempat luas dengan 3 lantai masing lantai berbeda lantai 1 untuk aksesoris dll lantai 2 pakaian wanita dan lantai 3 untuk laki rekomended sekali parkir juga tersedia luas,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1351,pelayanan ramah dan banyak pilihan,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1352,5 bintang utk kualitas produk dn layanan penjual,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1353,bahannya ternyata super tipis dan mudah kusut,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1354,walaupun sama2 size m tapi yg hitam lbh pas di badan saya,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1355,kualitas produk bagus lembut dan cuttingan pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1356,bahannyaa baguss mantappp enakkk nnyamann,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1357,tempatnya bersih nyaman barangnya lengkap pelayanan nya ramah worth it deh belanja di sini,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1358,suka banget produknya mantap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1359,bagus harga affordable,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1360,bagus bgt belanja di screamous tak pernah kecewa,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
